order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,line_total,payment_method,is_discount_used,channel
ORD0016,C0635,2024-03-24,配件,水杯,1,45.34,45.34,支付宝,否,线下
ORD0017,C0519,2024-09-28,周边,文件夹,2,34.57,69.14,微信支付,否,小程序
ORD0017,C0519,2024-09-28,配件,耳机壳,5,31.81,159.05,微信支付,否,小程序
ORD0017,C0519,2024-09-28,配件,雨伞,5,56.63,283.15,微信支付,否,小程序
ORD0018,C0680,2024-04-16,配件,蓝牙音箱,3,190.31,570.93,微信支付,是,小程序
ORD0018,C0680,2024-04-16,手办,蕾姆手办,2,413.96,827.92,微信支付,是,小程序
ORD0019,C0874,2024-09-27,盲盒,潘神盲盒,3,71.8,215.4,银行卡,是,小程序
ORD0019,C0874,2024-09-27,周边,明信片,3,13.98,41.94,银行卡,是,小程序
ORD0020,C0453,2025-07-18,盲盒,迪士尼盲盒,5,71.67,358.35,银行卡,否,小程序
ORD0020,C0453,2025-07-18,周边,T恤,5,92.03,460.15,银行卡,否,小程序
ORD0021,C0131,2024-02-12,周边,冰箱贴,2,19.63,39.26,支付宝,否,小程序
ORD0021,C0131,2024-02-12,周边,海报,4,49.26,197.04,支付宝,否,小程序
ORD0022,C0768,2024-06-07,服饰,拖鞋,2,72.26,144.52,微信支付,否,APP
ORD0022,C0768,2024-06-07,周边,胶带,2,26.69,53.38,微信支付,否,APP
ORD0022,C0768,2024-06-07,盲盒,潘神盲盒,1,84.67,84.67,微信支付,否,APP
ORD0023,C0228,2024-07-23,手办,柯南手办,2,292.93,585.86,支付宝,否,小程序
ORD0023,C0228,2024-07-23,周边,帆布包,3,76.65,229.95,支付宝,否,小程序
ORD0023,C0228,2024-07-23,配件,手机壳,5,47.35,236.75,支付宝,否,小程序
ORD0024,C0029,2024-04-28,盲盒,哈利波特盲盒,5,127.31,636.55,支付宝,否,APP
ORD0024,C0029,2024-04-28,周边,胶带,5,30.71,153.55,支付宝,否,APP
ORD0024,C0029,2024-04-28,盲盒,潘神盲盒,5,74.1,370.5,支付宝,否,APP
ORD0024,C0029,2024-04-28,盲盒,潘神盲盒,1,79.31,79.31,支付宝,否,APP
ORD0025,C0826,2025-07-05,周边,胶带,1,30.51,30.51,银行卡,否,线下
ORD0025,C0826,2025-07-05,周边,T恤,3,102.24,306.72,银行卡,否,线下
ORD0025,C0826,2025-07-05,盲盒,Labubu系列盲盒,5,95.22,476.1,银行卡,否,线下
ORD0026,C0419,2024-11-30,手办,高达模型,4,309.6,1238.4,支付宝,是,线下
ORD0026,C0419,2024-11-30,手办,海贼王手办,5,248.69,1243.45,支付宝,是,线下
ORD0026,C0419,2024-11-30,配件,雨伞,3,56.49,169.47,支付宝,是,线下
ORD0027,C0441,2025-08-16,服饰,卫衣,5,197.93,989.65,银行卡,否,线下
ORD0027,C0441,2025-08-16,手办,皮卡丘手办,3,400.23,1200.69,银行卡,否,线下
ORD0027,C0441,2025-08-16,配件,背包,1,275.49,275.49,银行卡,否,线下
ORD0027,C0441,2025-08-16,手办,绫波丽手办,2,349.17,698.34,银行卡,否,线下
ORD0027,C0441,2025-08-16,手办,柯南手办,1,283.74,283.74,银行卡,否,线下
ORD0028,C0487,2025-09-17,服饰,斜挎包,4,122.39,489.56,微信支付,否,小程序
ORD0028,C0487,2025-09-17,盲盒,哈利波特盲盒,4,121.75,487.0,微信支付,否,小程序
ORD0028,C0487,2025-09-17,配件,充电宝,1,100.14,100.14,微信支付,否,小程序
ORD0029,C0940,2024-05-04,服饰,袜子套装,5,48.28,241.4,支付宝,否,APP
ORD0029,C0940,2024-05-04,配件,充电宝,2,103.82,207.64,支付宝,否,APP
ORD0029,C0940,2024-05-04,服饰,斜挎包,3,135.5,406.5,支付宝,否,APP
ORD0029,C0940,2024-05-04,周边,海报,4,46.14,184.56,支付宝,否,APP
ORD0030,C0282,2025-03-26,周边,徽章,5,35.73,178.65,微信支付,是,线下
ORD0030,C0282,2025-03-26,手办,悟空手办,4,372.93,1491.72,微信支付,是,线下
ORD0030,C0282,2025-03-26,手办,皮卡丘手办,4,391.63,1566.52,微信支付,是,线下
ORD0030,C0282,2025-03-26,配件,充电宝,4,90.33,361.32,微信支付,是,线下
ORD0031,C0853,2025-03-06,配件,手机壳,4,44.16,176.64,支付宝,否,线下
ORD0031,C0853,2025-03-06,周边,文件夹,4,37.47,149.88,支付宝,否,线下
ORD0032,C0977,2025-03-05,服饰,卫衣,3,196.45,589.35,银行卡,否,线下
ORD0032,C0977,2025-03-05,盲盒,潘神盲盒,3,81.67,245.01,银行卡,否,线下
ORD0032,C0977,2025-03-05,服饰,睡衣,4,172.34,689.36,银行卡,否,线下
ORD0033,C0638,2025-06-30,盲盒,潘神盲盒,2,84.8,169.6,微信支付,否,小程序
ORD0033,C0638,2025-06-30,手办,柯南手办,3,291.77,875.31,微信支付,否,小程序
ORD0034,C0217,2025-04-10,周边,胶带,3,29.88,89.64,支付宝,否,小程序
ORD0034,C0217,2025-04-10,服饰,拖鞋,5,62.82,314.1,支付宝,否,小程序
ORD0034,C0217,2025-04-10,周边,冰箱贴,1,20.07,20.07,支付宝,否,小程序
ORD0034,C0217,2025-04-10,盲盒,Molly系列盲盒,2,83.65,167.3,支付宝,否,小程序
ORD0034,C0217,2025-04-10,盲盒,火影忍者盲盒,2,65.39,130.78,支付宝,否,小程序
ORD0035,C0485,2025-11-16,周边,徽章,2,39.83,79.66,微信支付,否,线下
ORD0035,C0485,2025-11-16,盲盒,迪士尼盲盒,3,72.81,218.43,微信支付,否,线下
ORD0035,C0485,2025-11-16,盲盒,Labubu系列盲盒,5,102.51,512.55,微信支付,否,线下
ORD0035,C0485,2025-11-16,服饰,运动鞋,2,365.16,730.32,微信支付,否,线下
ORD0035,C0485,2025-11-16,手办,皮卡丘手办,3,426.95,1280.85,微信支付,否,线下
ORD0036,C0615,2024-05-03,周边,帆布包,5,81.33,406.65,银行卡,否,APP
ORD0036,C0615,2024-05-03,盲盒,潘神盲盒,4,72.77,291.08,银行卡,否,APP
ORD0036,C0615,2024-05-03,周边,钥匙扣,2,28.63,57.26,银行卡,否,APP
ORD0036,C0615,2024-05-03,配件,耳机壳,5,30.79,153.95,银行卡,否,APP
ORD0036,C0615,2024-05-03,配件,充电宝,4,97.72,390.88,银行卡,否,APP
ORD0037,C0749,2025-08-29,周边,钥匙扣,2,30.45,60.9,支付宝,否,小程序
ORD0037,C0749,2025-08-29,配件,钥匙扣,4,37.72,150.88,支付宝,否,小程序
ORD0038,C0507,2024-11-28,周边,文件夹,5,36.41,182.05,微信支付,是,小程序
ORD0038,C0507,2024-11-28,周边,海报,1,45.15,45.15,微信支付,是,小程序
ORD0038,C0507,2024-11-28,手办,皮卡丘手办,2,416.56,833.12,微信支付,是,小程序
ORD0038,C0507,2024-11-28,服饰,帽子,2,82.01,164.02,微信支付,是,小程序
ORD0039,C0662,2025-12-29,周边,冰箱贴,4,19.73,78.92,支付宝,否,小程序
ORD0039,C0662,2025-12-29,周边,T恤,3,98.47,295.41,支付宝,否,小程序
ORD0040,C0544,2024-12-18,服饰,牛仔裤,3,246.12,738.36,支付宝,否,线下
ORD0040,C0544,2024-12-18,盲盒,Bunny盲盒,3,63.75,191.25,支付宝,否,线下
ORD0040,C0544,2024-12-18,配件,蓝牙音箱,2,187.71,375.42,支付宝,否,线下
ORD0040,C0544,2024-12-18,服饰,牛仔裤,5,283.69,1418.45,支付宝,否,线下
ORD0041,C0538,2025-09-03,手办,蕾姆手办,2,383.22,766.44,支付宝,否,APP
ORD0041,C0538,2025-09-03,配件,蓝牙音箱,3,180.91,542.73,支付宝,否,APP
ORD0041,C0538,2025-09-03,盲盒,海贼王盲盒,3,92.51,277.53,支付宝,否,APP
ORD0041,C0538,2025-09-03,手办,明日香手办,1,375.02,375.02,支付宝,否,APP
ORD0042,C0588,2024-10-18,盲盒,Labubu系列盲盒,4,91.36,365.44,支付宝,否,小程序
ORD0042,C0588,2024-10-18,盲盒,潘神盲盒,4,72.27,289.08,支付宝,否,小程序
ORD0042,C0588,2024-10-18,盲盒,迪士尼盲盒,2,83.92,167.84,支付宝,否,小程序
ORD0043,C0972,2024-11-07,配件,钥匙扣,5,36.86,184.3,微信支付,是,APP
ORD0043,C0972,2024-11-07,配件,手机壳,4,53.0,212.0,微信支付,是,APP
ORD0043,C0972,2024-11-07,周边,T恤,4,95.15,380.6,微信支付,是,APP
ORD0043,C0972,2024-11-07,配件,雨伞,5,64.43,322.15,微信支付,是,APP
ORD0043,C0972,2024-11-07,盲盒,Bunny盲盒,2,65.75,131.5,微信支付,是,APP
ORD0044,C0084,2024-06-09,盲盒,潘神盲盒,4,81.99,327.96,微信支付,否,APP
ORD0044,C0084,2024-06-09,服饰,牛仔裤,1,245.09,245.09,微信支付,否,APP
ORD0044,C0084,2024-06-09,周边,钥匙扣,1,30.09,30.09,微信支付,否,APP
ORD0045,C0947,2024-09-27,服饰,围巾,5,84.1,420.5,银行卡,否,线下
ORD0045,C0947,2024-09-27,手办,绫波丽手办,2,300.8,601.6,银行卡,否,线下
ORD0045,C0947,2024-09-27,手办,绫波丽手办,5,345.38,1726.9,银行卡,否,线下
ORD0046,C0583,2024-10-22,服饰,牛仔裤,5,261.07,1305.35,支付宝,否,APP
ORD0046,C0583,2024-10-22,服饰,围巾,5,80.81,404.05,支付宝,否,APP
ORD0046,C0583,2024-10-22,服饰,连衣裙,5,284.07,1420.35,支付宝,否,APP
ORD0046,C0583,2024-10-22,盲盒,Bunny盲盒,5,70.2,351.0,支付宝,否,APP
ORD0047,C0022,2025-11-19,服饰,帽子,4,85.57,342.28,支付宝,是,线下
ORD0047,C0022,2025-11-19,手办,海贼王手办,4,265.98,1063.92,支付宝,是,线下
ORD0047,C0022,2025-11-19,服饰,围巾,4,86.29,345.16,支付宝,是,线下
ORD0048,C0342,2024-11-24,服饰,斜挎包,3,133.19,399.57,银行卡,否,APP
ORD0048,C0342,2024-11-24,服饰,帽子,1,78.29,78.29,银行卡,否,APP
ORD0048,C0342,2024-11-24,周边,文件夹,3,32.31,96.93,银行卡,否,APP
ORD0048,C0342,2024-11-24,服饰,帽子,1,81.49,81.49,银行卡,否,APP
ORD0049,C0556,2025-04-18,配件,充电宝,4,104.15,416.6,支付宝,是,APP
ORD0049,C0556,2025-04-18,手办,绫波丽手办,5,304.72,1523.6,支付宝,是,APP
ORD0049,C0556,2025-04-18,周边,钥匙扣,4,26.8,107.2,支付宝,是,APP
ORD0049,C0556,2025-04-18,配件,台灯,2,124.12,248.24,支付宝,是,APP
ORD0050,C0015,2025-07-19,服饰,围巾,2,88.97,177.94,支付宝,是,APP
ORD0050,C0015,2025-07-19,周边,海报,3,44.24,132.72,支付宝,是,APP
ORD0051,C0495,2025-04-28,手办,海贼王手办,5,271.76,1358.8,微信支付,否,小程序
ORD0051,C0495,2025-04-28,手办,皮卡丘手办,3,420.76,1262.28,微信支付,否,小程序
ORD0051,C0495,2025-04-28,服饰,连衣裙,5,285.08,1425.4,微信支付,否,小程序
ORD0051,C0495,2025-04-28,盲盒,Labubu系列盲盒,3,105.68,317.04,微信支付,否,小程序
ORD0051,C0495,2025-04-28,配件,充电宝,2,97.94,195.88,微信支付,否,小程序
ORD0052,C0496,2024-12-19,服饰,连衣裙,2,327.75,655.5,支付宝,否,线下
ORD0052,C0496,2024-12-19,手办,海贼王手办,4,245.2,980.8,支付宝,否,线下
ORD0052,C0496,2024-12-19,服饰,拖鞋,3,72.38,217.14,支付宝,否,线下
ORD0052,C0496,2024-12-19,服饰,运动鞋,2,398.63,797.26,支付宝,否,线下
ORD0052,C0496,2024-12-19,盲盒,迪士尼盲盒,5,86.35,431.75,支付宝,否,线下
ORD0053,C0340,2024-04-12,盲盒,迪士尼盲盒,4,84.86,339.44,支付宝,否,APP
ORD0053,C0340,2024-04-12,手办,皮卡丘手办,4,421.47,1685.88,支付宝,否,APP
ORD0053,C0340,2024-04-12,周边,徽章,5,40.5,202.5,支付宝,否,APP
ORD0053,C0340,2024-04-12,盲盒,Yuki盲盒,5,57.58,287.9,支付宝,否,APP
ORD0053,C0340,2024-04-12,周边,钥匙扣,5,26.31,131.55,支付宝,否,APP
ORD0054,C0071,2024-08-28,盲盒,潘神盲盒,1,83.11,83.11,银行卡,否,线下
ORD0054,C0071,2024-08-28,盲盒,A仔盲盒,2,50.9,101.8,银行卡,否,线下
ORD0054,C0071,2024-08-28,盲盒,Molly系列盲盒,3,94.27,282.81,银行卡,否,线下
ORD0055,C0301,2025-01-02,配件,蓝牙音箱,2,186.07,372.14,支付宝,是,小程序
ORD0055,C0301,2025-01-02,配件,手机壳,5,50.79,253.95,支付宝,是,小程序
ORD0055,C0301,2025-01-02,服饰,袜子套装,2,46.38,92.76,支付宝,是,小程序
ORD0055,C0301,2025-01-02,周边,钥匙扣,3,29.97,89.91,支付宝,是,小程序
ORD0055,C0301,2025-01-02,服饰,牛仔裤,5,241.28,1206.4,支付宝,是,小程序
ORD0056,C0453,2024-12-19,周边,钥匙扣,3,27.26,81.78,银行卡,否,小程序
ORD0056,C0453,2024-12-19,服饰,斜挎包,1,122.22,122.22,银行卡,否,小程序
ORD0056,C0453,2024-12-19,配件,背包,5,248.43,1242.15,银行卡,否,小程序
ORD0056,C0453,2024-12-19,周边,书签,4,23.87,95.48,银行卡,否,小程序
ORD0056,C0453,2024-12-19,配件,雨伞,5,61.89,309.45,银行卡,否,小程序
ORD0057,C0853,2024-10-20,手办,海贼王手办,3,268.21,804.63,微信支付,否,线下
ORD0057,C0853,2024-10-20,手办,皮卡丘手办,1,383.75,383.75,微信支付,否,线下
ORD0057,C0853,2024-10-20,服饰,拖鞋,5,67.14,335.7,微信支付,否,线下
ORD0058,C0135,2024-04-02,手办,佐助手办,5,278.5,1392.5,支付宝,否,小程序
ORD0058,C0135,2024-04-02,周边,海报,5,48.72,243.6,支付宝,否,小程序
ORD0058,C0135,2024-04-02,手办,绫波丽手办,4,359.75,1439.0,支付宝,否,小程序
ORD0059,C0303,2024-12-12,手办,高达模型,5,290.97,1454.85,微信支付,否,小程序
ORD0059,C0303,2024-12-12,服饰,拖鞋,3,69.5,208.5,微信支付,否,小程序
ORD0059,C0303,2024-12-12,服饰,连衣裙,3,304.06,912.18,微信支付,否,小程序
ORD0060,C0843,2025-10-15,盲盒,火影忍者盲盒,5,66.63,333.15,支付宝,否,APP
ORD0060,C0843,2025-10-15,配件,台灯,1,132.49,132.49,支付宝,否,APP
ORD0060,C0843,2025-10-15,服饰,牛仔裤,4,239.14,956.56,支付宝,否,APP
ORD0060,C0843,2025-10-15,盲盒,Molly系列盲盒,3,97.83,293.49,支付宝,否,APP
ORD0060,C0843,2025-10-15,盲盒,哈利波特盲盒,2,138.99,277.98,支付宝,否,APP
ORD0061,C0139,2025-02-01,配件,蓝牙音箱,4,205.17,820.68,支付宝,否,小程序
ORD0061,C0139,2025-02-01,服饰,袜子套装,4,53.3,213.2,支付宝,否,小程序
ORD0061,C0139,2025-02-01,周边,书签,3,23.59,70.77,支付宝,否,小程序
ORD0061,C0139,2025-02-01,服饰,卫衣,3,183.05,549.15,支付宝,否,小程序
ORD0061,C0139,2025-02-01,周边,海报,3,41.04,123.12,支付宝,否,小程序
ORD0062,C0283,2024-07-13,配件,雨伞,1,62.38,62.38,微信支付,是,小程序
ORD0062,C0283,2024-07-13,手办,佐助手办,5,243.73,1218.65,微信支付,是,小程序
ORD0062,C0283,2024-07-13,配件,台灯,5,121.67,608.35,微信支付,是,小程序
ORD0063,C0891,2024-08-26,周边,明信片,2,15.12,30.24,支付宝,否,APP
ORD0063,C0891,2024-08-26,手办,皮卡丘手办,1,369.62,369.62,支付宝,否,APP
ORD0064,C0367,2024-08-31,盲盒,迪士尼盲盒,4,79.41,317.64,银行卡,是,小程序
ORD0064,C0367,2024-08-31,盲盒,A仔盲盒,4,51.72,206.88,银行卡,是,小程序
ORD0064,C0367,2024-08-31,配件,钥匙扣,1,38.63,38.63,银行卡,是,小程序
ORD0064,C0367,2024-08-31,手办,海贼王手办,1,270.77,270.77,银行卡,是,小程序
ORD0065,C0931,2025-11-05,盲盒,A仔盲盒,4,48.28,193.12,银行卡,否,小程序
ORD0065,C0931,2025-11-05,盲盒,A仔盲盒,4,44.82,179.28,银行卡,否,小程序
ORD0066,C0083,2024-11-25,配件,钥匙扣,5,40.65,203.25,银行卡,是,APP
ORD0066,C0083,2024-11-25,服饰,袜子套装,5,46.99,234.95,银行卡,是,APP
ORD0066,C0083,2024-11-25,配件,钥匙扣,4,35.87,143.48,银行卡,是,APP
ORD0066,C0083,2024-11-25,盲盒,海贼王盲盒,2,87.76,175.52,银行卡,是,APP
ORD0067,C0910,2024-08-21,服饰,围巾,3,87.7,263.1,支付宝,否,小程序
ORD0067,C0910,2024-08-21,周边,徽章,2,40.46,80.92,支付宝,否,小程序
ORD0067,C0910,2024-08-21,服饰,围巾,1,94.91,94.91,支付宝,否,小程序
ORD0067,C0910,2024-08-21,盲盒,潘神盲盒,1,82.86,82.86,支付宝,否,小程序
ORD0067,C0910,2024-08-21,周边,明信片,5,13.68,68.4,支付宝,否,小程序
ORD0068,C0980,2025-07-29,周边,胶带,1,30.62,30.62,银行卡,否,小程序
ORD0068,C0980,2025-07-29,配件,耳机壳,3,26.7,80.1,银行卡,否,小程序
ORD0068,C0980,2025-07-29,配件,台灯,2,133.04,266.08,银行卡,否,小程序
ORD0068,C0980,2025-07-29,手办,皮卡丘手办,3,426.56,1279.68,银行卡,否,小程序
ORD0068,C0980,2025-07-29,周边,帆布包,3,80.17,240.51,银行卡,否,小程序
ORD0069,C0827,2025-03-15,配件,耳机壳,1,27.15,27.15,银行卡,否,线下
ORD0069,C0827,2025-03-15,周边,徽章,3,35.15,105.45,银行卡,否,线下
ORD0070,C0891,2024-05-26,盲盒,哈利波特盲盒,5,121.65,608.25,银行卡,否,线下
ORD0070,C0891,2024-05-26,服饰,斜挎包,3,120.16,360.48,银行卡,否,线下
ORD0070,C0891,2024-05-26,周边,徽章,5,39.75,198.75,银行卡,否,线下
ORD0071,C0905,2024-02-23,盲盒,Labubu系列盲盒,4,102.21,408.84,微信支付,否,APP
ORD0071,C0905,2024-02-23,服饰,袜子套装,4,48.16,192.64,微信支付,否,APP
ORD0072,C0221,2025-06-08,配件,充电宝,5,102.31,511.55,微信支付,否,小程序
ORD0072,C0221,2025-06-08,盲盒,Bunny盲盒,4,75.69,302.76,微信支付,否,小程序
ORD0072,C0221,2025-06-08,盲盒,Molly系列盲盒,2,85.47,170.94,微信支付,否,小程序
ORD0072,C0221,2025-06-08,手办,佐助手办,3,248.09,744.27,微信支付,否,小程序
ORD0073,C0123,2024-01-08,服饰,帽子,2,79.0,158.0,支付宝,否,线下
ORD0073,C0123,2024-01-08,周边,帆布包,4,84.72,338.88,支付宝,否,线下
ORD0073,C0123,2024-01-08,盲盒,潘神盲盒,1,78.36,78.36,支付宝,否,线下
ORD0074,C0080,2024-11-16,周边,帆布包,4,71.43,285.72,银行卡,否,小程序
ORD0074,C0080,2024-11-16,周边,明信片,5,14.88,74.4,银行卡,否,小程序
ORD0074,C0080,2024-11-16,周边,帆布包,4,84.44,337.76,银行卡,否,小程序
ORD0074,C0080,2024-11-16,手办,高达模型,5,293.05,1465.25,银行卡,否,小程序
ORD0074,C0080,2024-11-16,盲盒,潘神盲盒,3,82.88,248.64,银行卡,否,小程序
ORD0075,C0227,2024-12-07,配件,鼠标垫,2,37.84,75.68,微信支付,否,APP
ORD0075,C0227,2024-12-07,周边,徽章,2,36.94,73.88,微信支付,否,APP
ORD0076,C0150,2024-09-19,手办,明日香手办,4,366.76,1467.04,微信支付,否,APP
ORD0076,C0150,2024-09-19,配件,充电宝,5,101.83,509.15,微信支付,否,APP
ORD0077,C0640,2024-11-26,服饰,斜挎包,3,136.65,409.95,银行卡,是,小程序
ORD0077,C0640,2024-11-26,配件,雨伞,3,59.09,177.27,银行卡,是,小程序
ORD0078,C0318,2025-04-17,盲盒,哈利波特盲盒,5,131.43,657.15,支付宝,是,APP
ORD0078,C0318,2025-04-17,服饰,斜挎包,5,130.4,652.0,支付宝,是,APP
ORD0078,C0318,2025-04-17,盲盒,A仔盲盒,5,50.49,252.45,支付宝,是,APP
ORD0078,C0318,2025-04-17,周边,T恤,4,99.03,396.12,支付宝,是,APP
ORD0079,C0981,2024-03-04,盲盒,海贼王盲盒,2,80.8,161.6,支付宝,否,APP
ORD0079,C0981,2024-03-04,服饰,斜挎包,5,129.59,647.95,支付宝,否,APP
ORD0079,C0981,2024-03-04,手办,蕾姆手办,3,432.35,1297.05,支付宝,否,APP
ORD0079,C0981,2024-03-04,服饰,运动鞋,3,413.28,1239.84,支付宝,否,APP
ORD0080,C0054,2025-10-08,配件,手机壳,3,46.57,139.71,银行卡,是,小程序
ORD0080,C0054,2025-10-08,配件,蓝牙音箱,3,182.34,547.02,银行卡,是,小程序
ORD0081,C0680,2024-05-24,手办,海贼王手办,1,249.14,249.14,支付宝,否,小程序
ORD0081,C0680,2024-05-24,服饰,连衣裙,2,309.17,618.34,支付宝,否,小程序
ORD0081,C0680,2024-05-24,配件,水杯,4,45.08,180.32,支付宝,否,小程序
ORD0081,C0680,2024-05-24,盲盒,Yuki盲盒,3,55.23,165.69,支付宝,否,小程序
ORD0081,C0680,2024-05-24,手办,蕾姆手办,4,374.42,1497.68,支付宝,否,小程序
ORD0082,C0141,2024-06-07,配件,鼠标垫,5,31.76,158.8,微信支付,否,小程序
ORD0082,C0141,2024-06-07,周边,T恤,2,100.93,201.86,微信支付,否,小程序
ORD0083,C0158,2024-06-15,服饰,拖鞋,4,67.13,268.52,微信支付,否,线下
ORD0083,C0158,2024-06-15,手办,明日香手办,5,333.99,1669.95,微信支付,否,线下
ORD0083,C0158,2024-06-15,服饰,卫衣,5,188.62,943.1,微信支付,否,线下
ORD0084,C0989,2025-04-25,服饰,牛仔裤,4,259.15,1036.6,微信支付,否,小程序
ORD0084,C0989,2025-04-25,服饰,睡衣,2,168.58,337.16,微信支付,否,小程序
ORD0084,C0989,2025-04-25,手办,绫波丽手办,1,338.29,338.29,微信支付,否,小程序
ORD0084,C0989,2025-04-25,周边,海报,1,46.9,46.9,微信支付,否,小程序
ORD0084,C0989,2025-04-25,配件,水杯,3,41.25,123.75,微信支付,否,小程序
ORD0085,C0165,2024-10-06,盲盒,Bunny盲盒,4,74.31,297.24,支付宝,是,线下
ORD0085,C0165,2024-10-06,盲盒,潘神盲盒,1,77.36,77.36,支付宝,是,线下
ORD0085,C0165,2024-10-06,周边,冰箱贴,4,20.88,83.52,支付宝,是,线下
ORD0085,C0165,2024-10-06,周边,冰箱贴,1,18.31,18.31,支付宝,是,线下
ORD0085,C0165,2024-10-06,盲盒,Yuki盲盒,2,54.72,109.44,支付宝,是,线下
ORD0086,C0294,2025-04-28,服饰,袜子套装,1,52.98,52.98,银行卡,否,APP
ORD0086,C0294,2025-04-28,盲盒,Labubu系列盲盒,2,105.63,211.26,银行卡,否,APP
