customer_id,register_date,gender,age,city,membership_level,total_orders,total_amount,last_purchase_date,avg_monthly_visits
C0041,2022-07-29,男,36,深圳,金卡,25,2487.95,2025-09-11,9
C0042,2022-07-09,女,33,南京,金卡,42,8313.29,2025-12-05,38
C0043,2024-02-18,男,25,杭州,银卡,35,6669.91,2025-09-27,14
C0044,2022-07-18,女,35,上海,普通,17,3590.54,2025-12-09,14
C0045,2024-01-06,男,44,深圳,银卡,46,12185.47,2025-12-04,3
C0046,2023-12-06,女,40,广州,普通,15,2036.92,2025-12-04,31
C0047,2025-05-21,男,35,西安,金卡,55,13431.36,2025-12-20,22
C0048,2023-06-26,女,37,南京,普通,6,2435.33,2025-12-01,5
C0049,2022-03-30,女,24,上海,普通,19,2007.83,2025-12-28,23
C0050,2024-07-29,男,20,成都,普通,14,8061.36,2025-12-18,19
C0051,2025-01-03,女,35,西安,银卡,45,16521.18,2025-12-03,36
C0052,2022-09-13,女,44,武汉,银卡,36,3047.76,2025-08-05,19
C0053,2024-02-15,女,27,深圳,普通,3,686.98,2025-12-30,11
C0054,2022-06-11,女,24,上海,普通,16,6696.9,2025-12-11,32
C0055,2025-02-04,女,34,北京,银卡,27,13057.04,2025-12-05,27
C0056,2023-08-24,女,31,杭州,普通,14,4577.77,2025-12-17,7
C0057,2025-07-11,男,41,杭州,金卡,62,14621.03,2025-07-22,0
C0058,2025-06-20,男,20,南京,银卡,25,3343.35,2025-12-06,36
C0059,2024-01-11,男,29,成都,银卡,47,18295.95,2025-12-27,21
C0060,2025-03-28,男,45,南京,普通,4,1811.66,2025-12-12,5
C0061,2023-01-29,男,30,北京,黑卡,91,21754.13,2025-12-05,20
C0062,2025-12-13,男,19,广州,银卡,26,6107.32,2025-07-26,31
C0063,2022-05-23,女,20,成都,金卡,72,20364.02,2025-12-02,34
C0064,2022-04-04,男,22,苏州,普通,16,1242.75,2025-12-18,14
C0065,2025-09-16,男,28,广州,银卡,23,6981.86,2025-12-12,4
C0066,2023-04-12,女,25,成都,普通,13,5387.63,2025-12-29,45
C0067,2023-08-16,男,43,成都,银卡,40,11519.72,2025-08-12,49
C0068,2022-06-13,女,40,北京,黑卡,59,28621.56,2025-07-17,47
C0069,2023-04-22,男,40,武汉,银卡,34,4608.38,2025-12-18,5
C0070,2022-07-26,女,29,北京,普通,3,940.84,2025-08-21,24
C0071,2024-02-18,女,24,成都,普通,11,3396.23,2025-12-29,45
C0072,2023-07-24,男,32,上海,银卡,21,4040.43,2025-12-01,39
C0073,2024-07-17,男,41,广州,普通,11,5798.52,2025-08-16,28
C0074,2025-07-25,女,34,北京,普通,4,1560.95,2025-08-25,6
C0075,2024-01-18,女,21,武汉,金卡,71,37319.17,2025-12-04,39
C0076,2022-11-30,女,39,深圳,银卡,37,10038.49,2025-12-08,12
C0077,2024-01-29,女,42,南京,普通,1,406.15,2025-12-03,37
C0078,2023-12-29,男,30,成都,黑卡,188,21397.82,2025-08-25,17
C0079,2023-03-06,男,35,苏州,普通,15,2662.53,2025-12-16,1
C0080,2025-10-04,男,18,深圳,黑卡,155,39120.06,2025-12-20,7
C0081,2023-07-01,女,33,杭州,普通,2,309.68,2025-08-10,10
C0082,2025-12-08,女,30,西安,金卡,44,16049.47,2025-12-28,32
C0083,2025-10-31,男,27,武汉,银卡,38,15262.16,2025-09-05,37
C0084,2025-08-20,男,29,苏州,金卡,66,10434.83,2025-12-17,47
C0085,2022-05-27,男,19,西安,黑卡,177,53462.34,2025-12-06,26
C0086,2025-06-01,男,40,武汉,普通,15,5112.27,2025-12-19,19
C0087,2025-07-24,女,20,上海,黑卡,63,17039.67,2025-12-14,11
C0088,2022-12-17,女,27,南京,银卡,18,5902.16,2025-12-28,42
C0089,2024-12-29,女,19,深圳,银卡,22,6578.05,2025-12-14,30
C0090,2023-05-17,女,44,广州,普通,18,7312.85,2025-12-06,26
C0091,2022-12-01,男,40,武汉,银卡,13,4363.87,2025-12-02,31
C0092,2024-08-04,女,30,广州,普通,10,2759.69,2025-12-25,9
C0093,2024-02-17,女,30,南京,银卡,33,13173.07,2025-09-07,2
C0094,2023-07-07,女,35,成都,银卡,49,4218.78,2025-12-23,44
C0095,2025-08-03,女,20,杭州,金卡,82,37526.03,2025-09-26,26
C0096,2025-11-10,女,44,深圳,金卡,35,11854.35,2025-12-08,34
C0097,2025-02-14,女,24,南京,银卡,6,1983.53,2025-08-16,30
C0098,2023-03-26,女,31,南京,普通,20,6123.34,2025-12-14,14
C0099,2025-11-03,男,37,上海,普通,8,3022.11,2025-12-01,15
C0100,2023-10-27,男,34,西安,普通,6,2682.27,2025-09-29,12
C0101,2022-04-25,男,38,杭州,普通,10,2666.91,2025-08-01,48
C0102,2023-04-15,女,29,深圳,普通,18,8950.69,2025-12-25,34
C0103,2022-03-07,男,42,成都,普通,1,198.25,2025-12-15,10
C0104,2023-10-09,女,33,成都,黑卡,191,63265.7,2025-12-19,20
C0105,2024-04-01,女,41,北京,银卡,31,8237.27,2025-12-04,50
C0106,2023-07-03,男,29,南京,普通,3,759.07,2025-12-07,10
C0107,2022-05-16,女,32,武汉,银卡,19,5865.08,2025-12-28,29
C0108,2023-03-09,女,42,上海,普通,4,2135.55,2025-08-14,47
C0109,2025-03-07,男,27,杭州,银卡,34,17270.78,2025-07-21,34
C0110,2023-10-07,男,42,成都,银卡,12,3227.69,2025-12-24,21
C0111,2023-03-12,男,24,深圳,银卡,46,5892.36,2025-12-10,37
C0112,2025-09-04,男,37,北京,银卡,14,4490.06,2025-09-06,30
C0113,2024-10-19,女,22,深圳,黑卡,177,33806.3,2025-08-11,13
C0114,2024-03-21,女,18,上海,金卡,57,5790.22,2025-12-03,23
C0115,2025-08-09,女,34,武汉,银卡,37,5576.56,2025-12-06,49
C0116,2024-07-28,女,20,北京,银卡,50,3435.32,2025-12-15,48
C0117,2022-10-20,女,30,北京,银卡,22,6200.34,2025-12-10,31
C0118,2023-06-27,男,31,西安,普通,14,3323.84,2025-10-01,35
C0119,2022-10-13,女,41,杭州,银卡,35,20031.75,2025-07-17,31
C0120,2023-05-21,女,35,北京,普通,16,6941.34,2025-12-21,14
C0121,2025-02-23,女,21,西安,银卡,20,7510.31,2025-12-08,42
C0122,2025-01-08,女,35,西安,银卡,34,5524.03,2025-12-17,34
C0123,2023-06-23,男,22,上海,普通,18,6579.15,2025-12-03,2
C0124,2025-04-12,男,42,广州,黑卡,87,25130.53,2025-12-22,15
C0125,2024-05-27,男,33,深圳,黑卡,148,30603.77,2025-08-25,4
C0126,2025-04-10,女,18,武汉,金卡,44,4976.27,2025-12-04,20
C0127,2024-03-28,女,38,苏州,银卡,43,13017.43,2025-12-12,9
C0128,2024-01-12,女,31,深圳,金卡,85,13029.48,2025-07-29,18
C0129,2023-03-26,男,32,北京,普通,5,942.38,2025-12-04,24
C0130,2022-10-11,女,26,武汉,金卡,28,5420.91,2025-12-13,3
C0131,2024-11-09,女,32,成都,普通,9,4596.12,2025-12-11,28
C0132,2024-10-07,男,34,广州,金卡,73,19355.72,2025-07-07,18
C0133,2022-07-06,男,42,成都,普通,11,676.49,2025-09-24,42
C0134,2022-04-07,男,41,成都,金卡,84,19359.06,2025-12-22,1
C0135,2022-08-13,女,21,杭州,黑卡,118,23816.6,2025-12-03,9
C0136,2022-11-10,男,29,深圳,普通,1,423.93,2025-07-11,42
C0137,2025-07-09,女,44,苏州,银卡,23,1612.23,2025-12-02,24
C0138,2022-11-24,女,43,上海,黑卡,126,44028.41,2025-12-24,19
C0139,2025-10-25,男,22,苏州,银卡,42,10080.12,2025-09-02,47
C0140,2024-05-14,女,22,成都,金卡,94,7806.22,2025-12-05,18
C0141,2025-05-06,女,28,北京,银卡,47,14551.82,2025-12-05,22
C0142,2022-05-11,男,45,广州,银卡,36,7852.11,2025-12-09,23
C0143,2024-02-28,女,23,南京,普通,5,1978.13,2025-12-26,10
C0144,2024-02-21,男,24,苏州,普通,15,1404.92,2025-12-10,45
C0145,2025-05-05,男,41,成都,金卡,88,8342.28,2025-12-21,33
C0146,2024-08-16,男,31,广州,银卡,35,19067.65,2025-08-10,27
C0147,2024-12-19,女,41,武汉,银卡,27,10633.12,2025-12-07,4
C0148,2023-05-30,女,28,深圳,银卡,26,9722.97,2025-07-04,4
C0149,2025-02-07,男,30,西安,银卡,40,14372.25,2025-12-04,50
C0150,2022-01-24,男,19,杭州,金卡,89,22225.72,2025-09-04,20
C0151,2025-10-25,女,42,广州,黑卡,146,8611.4,2025-12-10,11
C0152,2022-08-23,男,24,北京,银卡,34,8389.47,2025-12-01,49
C0153,2025-10-28,男,37,北京,金卡,61,18884.41,2025-12-19,3
C0154,2025-01-04,女,21,广州,金卡,44,18330.88,2025-12-03,48
C0155,2023-07-01,女,44,北京,银卡,49,5521.0,2025-07-10,41
C0156,2025-08-05,男,25,深圳,黑卡,111,37368.21,2025-12-25,19
C0157,2023-11-28,女,37,北京,普通,19,5704.9,2025-08-03,37
C0158,2022-08-17,女,39,苏州,普通,13,6326.49,2025-08-30,24
C0159,2023-08-25,男,38,西安,金卡,49,16164.9,2025-12-13,13
C0160,2024-06-09,女,36,北京,银卡,31,14751.1,2025-12-25,10
C0161,2022-11-20,男,30,西安,金卡,25,8126.22,2025-12-02,31
C0162,2024-07-18,女,31,成都,金卡,60,12057.68,2025-12-28,10
C0163,2022-01-07,女,27,上海,普通,16,879.13,2025-09-04,17
C0164,2023-06-24,女,28,深圳,金卡,68,22608.21,2025-12-21,26
C0165,2024-10-22,男,19,上海,银卡,29,7882.36,2025-12-02,17
C0166,2023-01-01,女,42,成都,银卡,47,24905.05,2025-12-22,22
C0167,2024-11-05,男,43,深圳,银卡,46,24532.16,2025-12-16,10
C0168,2022-08-06,男,26,广州,黑卡,88,5758.91,2025-12-15,20
C0169,2025-07-04,男,34,广州,普通,16,3513.01,2025-07-13,43
C0170,2023-09-04,女,43,西安,银卡,7,3744.79,2025-12-11,4
C0171,2025-08-01,女,20,成都,金卡,36,12842.81,2025-09-08,22
C0172,2024-11-05,男,41,西安,金卡,84,28879.8,2025-12-03,40
C0173,2025-06-01,女,23,杭州,金卡,95,24331.44,2025-12-14,24
C0174,2023-02-12,男,22,北京,普通,11,4454.03,2025-09-26,40
C0175,2022-11-10,女,22,南京,普通,4,2027.46,2025-12-26,9
C0176,2024-02-05,男,39,杭州,银卡,33,4655.74,2025-09-07,21
C0177,2022-11-27,女,32,北京,金卡,32,4524.71,2025-12-12,18
C0178,2025-01-09,男,40,深圳,普通,17,5853.69,2025-12-16,0
C0179,2024-12-22,女,34,西安,普通,15,864.13,2025-09-09,6
C0180,2022-01-02,男,26,深圳,黑卡,53,12041.13,2025-12-15,3
C0181,2025-05-11,男,20,深圳,普通,5,1776.34,2025-12-25,0
C0182,2023-10-26,男,37,北京,黑卡,154,52307.12,2025-12-29,14
C0183,2024-09-27,女,43,成都,金卡,39,13041.44,2025-08-28,39
C0184,2022-02-09,女,34,北京,金卡,29,13477.73,2025-09-11,11
C0185,2022-08-18,男,44,武汉,普通,16,5624.01,2025-12-25,21
C0186,2024-01-14,女,27,广州,普通,9,1438.19,2025-12-06,21
C0187,2023-09-22,女,20,广州,金卡,63,24294.98,2025-12-26,49
C0188,2023-05-06,女,35,杭州,金卡,99,22173.15,2025-12-10,46
C0189,2022-04-29,女,35,广州,金卡,70,9504.14,2025-12-17,16
C0190,2023-05-09,男,34,北京,普通,3,905.08,2025-12-18,28
C0191,2025-03-07,男,41,苏州,金卡,62,15329.52,2025-07-26,45
C0192,2022-06-11,女,20,西安,金卡,88,47313.61,2025-08-16,13
C0193,2022-06-25,女,20,北京,金卡,68,28902.29,2025-12-02,49
C0194,2024-09-22,女,23,北京,金卡,60,11588.74,2025-12-04,19
C0195,2022-05-22,男,30,南京,金卡,100,17507.44,2025-12-30,49
C0196,2024-12-26,男,41,西安,银卡,50,9823.05,2025-12-10,47
C0197,2022-09-15,女,32,武汉,普通,16,3106.21,2025-12-23,32
C0198,2022-09-20,女,42,广州,银卡,39,8732.52,2025-12-19,42
C0199,2025-09-13,女,26,西安,普通,2,723.99,2025-12-27,14
C0200,2024-08-31,女,21,广州,银卡,44,17960.65,2025-12-12,11
C0201,2025-01-30,女,31,杭州,银卡,9,2494.43,2025-12-28,39
C0202,2022-12-05,男,22,西安,普通,8,3980.16,2025-12-21,19
C0203,2023-06-27,男,19,广州,普通,10,1672.04,2025-12-16,29
C0204,2024-12-16,女,28,武汉,普通,8,3222.73,2025-12-11,37
C0205,2025-05-27,女,26,上海,金卡,31,8806.87,2025-12-17,2
C0206,2024-05-16,男,41,深圳,黑卡,161,80374.68,2025-12-26,27
C0207,2023-03-10,男,20,深圳,普通,4,646.93,2025-12-02,25
C0208,2025-01-09,女,44,武汉,黑卡,75,25883.92,2025-12-06,29
C0209,2025-11-13,男,45,南京,银卡,33,9676.24,2025-08-12,12
C0210,2023-02-16,男,26,上海,普通,6,2570.31,2025-09-04,12
C0211,2025-12-31,女,20,杭州,普通,10,1730.71,2025-12-26,1
C0212,2023-10-01,女,42,武汉,银卡,6,1323.38,2025-09-30,36
C0213,2024-03-28,女,19,深圳,金卡,25,9222.78,2025-12-25,48
C0214,2025-10-07,男,29,深圳,金卡,61,6701.36,2025-07-11,37
C0215,2025-08-23,女,27,深圳,普通,2,627.0,2025-12-18,1
C0216,2024-02-04,男,26,成都,普通,10,800.95,2025-12-22,35
C0217,2024-06-16,男,32,武汉,银卡,27,7715.96,2025-12-11,25
C0218,2024-11-25,女,25,北京,普通,12,1664.98,2025-09-26,10
C0219,2024-07-13,女,42,杭州,普通,14,3405.96,2025-12-10,7
C0220,2022-09-05,女,22,深圳,普通,5,1222.52,2025-12-29,43
C0221,2023-05-23,女,28,广州,金卡,51,19360.32,2025-12-17,39
C0222,2023-04-06,女,44,武汉,黑卡,185,72940.94,2025-12-27,42
C0223,2022-05-12,男,19,成都,银卡,31,3879.93,2025-12-15,21
C0224,2023-11-24,男,41,武汉,黑卡,194,111681.91,2025-12-24,19
C0225,2022-02-13,男,45,杭州,普通,6,1870.22,2025-12-10,7
C0226,2025-04-19,男,32,成都,银卡,15,7771.38,2025-08-10,28
C0227,2025-02-08,女,23,杭州,普通,6,1173.79,2025-12-09,39
C0228,2023-04-17,男,25,武汉,银卡,10,930.54,2025-12-11,25
C0229,2025-04-20,女,44,北京,黑卡,147,14815.74,2025-12-26,29
C0230,2023-03-28,女,22,杭州,银卡,44,7495.94,2025-12-02,16
C0231,2022-01-15,女,33,成都,银卡,48,22985.09,2025-07-15,19
C0232,2022-05-26,女,43,成都,银卡,20,1608.1,2025-09-18,15
C0233,2025-12-20,女,35,杭州,普通,16,2150.95,2025-12-15,45
C0234,2025-07-16,女,23,苏州,金卡,94,39105.02,2025-09-07,42
C0235,2022-05-01,男,22,武汉,银卡,14,1141.32,2025-12-04,6
C0236,2023-04-14,女,45,苏州,银卡,19,5360.69,2025-12-24,15
C0237,2022-05-19,男,33,南京,银卡,34,5790.99,2025-12-17,44
C0238,2022-03-06,男,30,武汉,银卡,45,26123.68,2025-09-27,46
C0239,2023-11-08,女,45,杭州,普通,9,3652.77,2025-12-01,47
C0240,2022-05-26,男,22,上海,金卡,78,16184.32,2025-08-02,26
C0241,2024-11-18,女,30,杭州,普通,9,1096.41,2025-12-30,22
C0242,2023-05-03,女,34,苏州,金卡,21,4241.06,2025-09-21,23
C0243,2023-07-25,女,35,北京,金卡,79,30379.22,2025-12-04,8
C0244,2025-10-02,男,25,杭州,金卡,56,19545.27,2025-12-15,34
C0245,2024-09-21,男,30,杭州,银卡,48,6459.36,2025-09-21,50
C0246,2023-03-15,女,36,北京,银卡,39,10246.86,2025-12-28,19
C0247,2025-01-09,女,43,杭州,普通,6,2352.64,2025-12-27,36
C0248,2022-09-28,女,20,深圳,金卡,29,4213.57,2025-12-10,41
C0249,2025-03-15,女,41,上海,普通,15,5160.11,2025-08-26,16
C0250,2025-03-26,女,25,广州,银卡,27,3154.06,2025-09-26,46
C0251,2024-08-26,男,19,上海,普通,19,4708.58,2025-09-10,30
C0252,2023-05-13,男,25,杭州,普通,10,3637.19,2025-12-03,7
C0253,2024-08-26,女,44,深圳,银卡,45,5795.52,2025-07-08,14
C0254,2024-04-13,男,30,武汉,普通,14,7211.11,2025-12-07,30
C0255,2023-01-25,男,30,杭州,金卡,52,15111.96,2025-09-27,29
C0256,2022-07-13,女,18,苏州,普通,15,4371.85,2025-09-15,45
C0257,2022-07-18,女,23,深圳,普通,10,2722.64,2025-12-25,19
C0258,2025-09-11,女,41,北京,银卡,17,2919.67,2025-12-02,38
C0259,2024-06-01,女,36,深圳,普通,13,3552.32,2025-12-11,11
C0260,2023-12-27,男,33,北京,普通,16,2273.34,2025-09-21,48
C0261,2024-05-17,女,25,南京,金卡,33,7259.18,2025-12-20,16
C0262,2024-04-21,女,45,广州,普通,8,3155.66,2025-08-12,41
C0263,2024-08-14,男,18,西安,金卡,68,13649.62,2025-12-16,29
C0264,2022-04-21,女,44,深圳,普通,19,8212.62,2025-08-14,28
C0265,2025-10-11,女,44,成都,普通,12,2331.0,2025-12-15,18
C0266,2025-08-31,女,33,苏州,金卡,93,33608.94,2025-12-10,45
C0267,2025-08-16,女,26,杭州,普通,10,3312.9,2025-12-25,10
C0268,2022-07-21,女,30,苏州,普通,10,1788.25,2025-07-05,33
C0269,2022-05-05,男,28,上海,银卡,6,2408.43,2025-12-03,49
C0270,2024-04-04,男,30,西安,普通,13,5905.3,2025-08-10,6
C0271,2023-11-26,女,42,上海,金卡,55,18773.01,2025-12-15,43
C0272,2022-08-12,女,38,南京,普通,1,190.35,2025-12-09,33
C0273,2023-05-25,女,27,西安,金卡,92,13311.22,2025-12-11,19
C0274,2023-01-28,女,21,西安,金卡,26,3041.22,2025-12-19,49
C0275,2023-01-25,女,44,上海,银卡,43,13327.61,2025-12-03,37
C0276,2025-01-03,女,23,北京,黑卡,177,60498.95,2025-12-04,23
C0277,2024-07-07,女,45,上海,银卡,23,9592.26,2025-12-02,9
C0278,2022-10-15,女,24,苏州,黑卡,108,34663.2,2025-08-01,31
C0279,2024-05-14,女,22,北京,普通,20,9803.87,2025-08-11,14
C0280,2023-01-11,女,28,苏州,金卡,65,11561.14,2025-12-28,36
C0281,2023-07-25,女,30,南京,银卡,19,8332.54,2025-08-23,19
C0282,2024-08-05,男,43,杭州,银卡,45,24935.82,2025-07-08,2
C0283,2023-05-27,男,42,武汉,银卡,17,5307.49,2025-12-07,36
C0284,2022-06-04,男,36,北京,金卡,99,38345.94,2025-12-12,39
C0285,2024-06-26,女,40,南京,普通,9,2570.14,2025-07-09,7
C0286,2025-02-01,男,27,成都,普通,5,2415.17,2025-12-14,39
C0287,2022-07-20,女,27,南京,金卡,100,27130.57,2025-12-08,43
C0288,2022-04-14,女,28,上海,金卡,32,8915.87,2025-12-17,22
C0289,2025-08-28,男,38,上海,黑卡,60,14866.16,2025-12-23,39
C0290,2025-01-12,女,24,武汉,金卡,59,13784.34,2025-12-09,10
C0291,2022-01-31,男,35,南京,黑卡,162,27288.72,2025-12-18,45
C0292,2022-07-11,男,21,广州,金卡,24,6021.91,2025-07-23,7
C0293,2023-04-30,女,19,杭州,普通,19,5780.14,2025-12-11,28
C0294,2022-12-07,男,31,上海,普通,12,918.57,2025-07-12,29
C0295,2024-04-12,男,30,武汉,金卡,36,10852.02,2025-12-14,9
C0296,2024-09-21,女,29,杭州,银卡,10,2782.06,2025-12-03,38
C0297,2024-09-12,女,24,南京,普通,10,3057.65,2025-12-25,27
C0298,2023-03-14,男,19,南京,银卡,25,5637.19,2025-08-01,48
C0299,2024-04-01,女,30,西安,黑卡,156,35450.89,2025-12-20,35
C0300,2022-05-01,男,31,武汉,银卡,16,896.23,2025-12-29,12
C0301,2022-12-04,男,44,上海,银卡,17,4877.42,2025-12-13,31
C0302,2024-02-16,女,34,广州,银卡,13,3242.95,2025-12-18,35
C0303,2022-01-05,女,26,南京,普通,18,1500.3,2025-12-28,36
C0304,2024-03-10,女,34,广州,银卡,28,2629.39,2025-12-05,25
C0305,2023-06-28,女,25,南京,银卡,38,3858.09,2025-12-28,21
C0306,2024-07-20,女,19,上海,普通,17,4020.4,2025-12-16,3
C0307,2023-08-08,女,45,杭州,金卡,54,12195.69,2025-12-15,30
C0308,2024-05-16,男,41,深圳,银卡,15,1974.8,2025-12-30,17
C0309,2025-11-27,女,30,杭州,金卡,52,23279.52,2025-08-11,37
C0310,2025-02-12,男,20,南京,金卡,81,20387.12,2025-07-24,23
C0311,2025-09-17,女,33,苏州,普通,10,2399.57,2025-09-21,22
C0312,2024-09-23,男,23,深圳,金卡,63,14547.5,2025-12-11,21
C0313,2022-11-14,男,36,深圳,银卡,12,5676.93,2025-12-02,1
C0314,2023-01-24,女,24,广州,金卡,79,39880.22,2025-12-24,30
C0315,2023-08-31,女,27,武汉,普通,3,1318.02,2025-12-16,10
C0316,2023-03-22,女,26,广州,金卡,38,3642.41,2025-12-19,27
C0317,2022-04-30,女,19,广州,银卡,19,5910.85,2025-12-04,45
C0318,2025-04-01,男,45,苏州,普通,13,1631.26,2025-08-05,31
C0319,2025-01-15,男,45,杭州,普通,18,3347.36,2025-12-06,4
C0320,2022-05-05,男,32,杭州,金卡,66,23335.89,2025-12-15,37
C0321,2023-10-05,女,22,成都,金卡,31,6169.33,2025-12-19,9
C0322,2022-04-28,女,39,南京,普通,13,5530.61,2025-12-27,39
C0323,2022-04-13,女,21,苏州,银卡,5,1532.25,2025-07-10,45
C0324,2025-04-11,男,37,成都,银卡,21,3152.81,2025-08-20,23
C0325,2024-09-03,女,21,上海,金卡,88,17220.28,2025-12-10,34
C0326,2024-10-26,女,35,南京,普通,4,686.18,2025-12-21,43
C0327,2024-12-23,女,21,南京,金卡,78,36325.26,2025-12-19,47
C0328,2022-11-19,女,44,西安,普通,12,890.04,2025-12-29,22
C0329,2022-04-27,女,34,西安,银卡,48,13254.52,2025-12-15,16
C0330,2024-11-06,男,29,北京,普通,9,467.85,2025-08-11,0
C0331,2022-06-14,男,39,北京,普通,19,1341.21,2025-07-16,30
C0332,2023-01-16,女,34,广州,银卡,29,1901.37,2025-09-17,30
C0333,2022-05-21,男,27,上海,普通,12,5112.45,2025-12-18,41
C0334,2025-05-03,男,39,深圳,金卡,33,2192.66,2025-09-08,41
C0335,2022-05-20,男,18,深圳,普通,8,553.48,2025-12-27,33
C0336,2025-10-14,男,39,西安,银卡,35,6009.07,2025-12-29,8
C0337,2023-04-27,女,43,西安,普通,1,499.43,2025-12-04,21
C0338,2024-04-06,女,41,西安,普通,20,1335.44,2025-12-27,12
C0339,2022-09-03,女,44,苏州,普通,18,3185.02,2025-12-16,24
C0340,2025-03-12,男,35,武汉,银卡,25,10922.71,2025-12-12,47
C0341,2023-05-20,女,35,北京,银卡,44,15774.56,2025-12-26,17
C0342,2025-03-31,女,31,苏州,银卡,19,8439.36,2025-12-30,50
C0343,2025-05-02,男,32,杭州,银卡,46,7242.27,2025-12-29,11
C0344,2022-03-23,女,29,深圳,银卡,9,1322.07,2025-12-17,39
C0345,2025-06-22,男,21,南京,普通,15,4211.1,2025-12-15,16
C0346,2022-06-17,女,44,北京,银卡,49,9052.38,2025-12-06,14
C0347,2024-05-08,女,20,成都,黑卡,127,50177.92,2025-12-25,41
C0348,2025-09-08,男,37,杭州,银卡,46,25163.95,2025-12-25,14
C0349,2025-04-10,男,29,北京,金卡,72,10512.38,2025-12-26,14
C0350,2025-03-03,女,24,苏州,普通,4,1095.95,2025-07-10,38
C0351,2024-12-06,女,28,上海,金卡,37,3255.25,2025-12-02,12
C0352,2023-10-10,女,18,南京,金卡,25,10124.39,2025-12-02,16
C0353,2023-06-19,女,23,北京,银卡,7,3194.96,2025-12-11,31
C0354,2023-02-23,男,32,武汉,黑卡,127,49836.21,2025-12-06,8
C0355,2025-10-03,男,32,西安,普通,16,1854.63,2025-08-13,39
C0356,2023-10-06,女,36,西安,普通,4,634.62,2025-12-21,19
C0357,2023-05-04,男,28,南京,金卡,32,8375.84,2025-12-26,25
C0358,2023-06-28,女,43,苏州,金卡,50,7592.43,2025-07-17,26
C0359,2024-03-21,女,40,西安,普通,18,6361.01,2025-12-07,20
C0360,2022-09-26,女,43,北京,普通,5,1673.06,2025-12-04,17
C0361,2025-10-07,男,19,成都,普通,13,4227.98,2025-12-03,12
C0362,2025-08-14,女,31,深圳,普通,15,4035.4,2025-12-07,15
C0363,2023-09-07,女,19,深圳,金卡,67,7553.14,2025-12-10,8
C0364,2024-07-25,女,21,杭州,银卡,47,7456.09,2025-09-06,11
C0365,2023-10-10,女,34,广州,普通,18,5703.31,2025-12-21,43
